City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value
1036,95984,40.022184,-121.062384,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,18.85,18.85,1
1096,95987,39.117537,-122.284654,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,69.2,1
821,96001,40.587919,-122.464732,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,1
821,96002,40.527834,-122.318749,1,1,1,0,40,1,2,1,2,0,0,0,2,2,0,0,2,101.85,4086.3,1
3,96006,41.171578,-120.913161,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,1,2,82.3,82.3,1
123,96013,40.946785,-121.719489,1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,2,79.25,267.6,1
148,96015,41.486953,-120.913975,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,84.6,1115.2,1
169,96016,40.936285,-121.572692,0,0,1,0,58,1,2,1,2,2,0,0,0,2,0,1,0,93.4,5435.6,1
171,96017,41.121108,-122.336613,0,0,1,0,42,1,2,1,0,0,0,0,2,2,0,1,2,94.2,4186.3,1
927,96019,40.692523,-122.369876,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.05,25.05,1
279,96025,41.212695,-122.392067,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,1,1,25.1,712.85,1
311,96027,41.405193,-123.008567,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,48.95,48.95,1
331,96029,39.84784,-122.544556,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,45.3,1
345,96032,41.5837,-122.935922,1,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,2,85.85,167.3,1
388,96037,41.528541,-122.955018,1,0,0,0,10,1,2,1,0,0,0,0,2,2,0,0,2,95.2,930.4,1
407,96039,41.831901,-123.487478,1,0,0,0,49,1,2,1,0,0,0,2,2,2,1,1,0,100.6,5069.65,1
409,96040,40.789799,-121.474529,1,0,1,1,6,1,0,0,0,2,2,0,0,0,0,1,3,55.3,324.25,1
437,96044,41.962127,-122.527696,1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,74.85,156.4,1
534,96052,40.704293,-122.803899,1,0,0,0,35,1,0,1,0,2,2,0,2,2,1,1,0,102.35,3626.1,1
565,96055,40.059385,-122.091481,1,0,1,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.65,7968.85,1
603,96056,41.10831,-121.360362,1,0,0,0,2,1,0,1,0,0,2,2,0,0,0,1,2,79.85,152.45,1
621,96061,40.331975,-121.460674,1,0,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,76.0,1130.85,1
626,96063,40.408796,-121.579609,0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,4323.45,1
636,96064,41.759864,-122.379175,0,0,0,0,9,1,0,0,2,2,0,0,2,2,0,1,2,74.65,703.55,1
698,96069,40.689243,-122.037023,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,56.25,56.25,1
710,96071,40.656287,-121.428965,1,0,1,0,21,1,2,1,0,0,2,2,2,2,0,1,2,106.1,2249.95,1
749,96074,39.884395,-122.587513,0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,79.75,159.4,1
783,96076,40.367964,-122.937379,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,68.65,68.65,1
921,96086,41.924174,-123.260788,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,0,20.25,327.45,1
1026,96091,41.081847,-122.700545,0,1,1,0,14,1,2,1,0,2,0,0,2,2,0,1,2,100.2,1369.8,1
1060,96092,39.955164,-122.018567,1,0,1,0,15,1,2,1,0,0,0,0,0,0,0,1,0,74.9,1107.25,1
935,96125,39.600599,-120.636358,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.85,70.85,1
937,96126,39.559709,-120.345639,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.8,134.7,1
989,96130,40.559177,-120.612113,1,0,1,0,55,0,1,0,0,0,2,2,2,2,0,1,0,54.55,2978.3,1
1077,96136,40.345949,-120.081187,0,0,0,0,7,1,0,0,0,0,0,2,2,2,0,1,1,70.75,450.8,1
163,96140,39.227434,-120.091806,0,0,1,0,13,1,2,1,0,2,2,0,2,0,0,0,2,94.1,1215.6,1
432,96141,39.117018,-120.212535,0,0,1,1,3,0,1,0,2,0,0,0,0,0,0,0,1,29.7,91.7,1
995,96148,39.24124,-120.054765,1,1,0,0,66,1,2,1,0,2,2,2,2,2,1,0,1,110.9,7432.05,1
958,96150,38.911577,-120.106169,0,0,1,0,38,1,2,1,0,0,2,2,2,2,0,1,2,105.0,4026.4,1
1028,96161,39.342498,-120.247127,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,25.3,25.3,1
562,90001,33.973616,-118.24902,1,0,0,0,22,1,0,0,0,2,0,2,0,0,1,1,1,55.15,1193.05,1
562,90002,33.949255,-118.246978,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,20.1,1
562,90005,34.059281,-118.30742,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.9,69.9,1
562,90010,34.062125,-118.315709,1,0,0,0,43,1,2,1,0,2,0,0,2,2,0,1,2,101.4,4528.0,1
562,90014,34.043144,-118.251977,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,80.8,80.8,1
562,90016,34.028331,-118.354338,1,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,62.05,118.3,1
562,90017,34.052842,-118.264495,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,76.45,76.45,1
562,90019,34.049841,-118.33846,0,1,0,0,12,1,2,1,0,2,0,0,2,0,0,1,2,91.3,1094.5,1
562,90020,34.066367,-118.309868,1,1,1,0,6,1,0,1,0,0,2,0,2,2,0,1,2,95.75,573.75,1
562,90026,34.078991,-118.263804,0,0,1,0,34,1,2,0,2,2,0,2,0,0,0,0,2,62.65,2274.9,1
562,90027,34.127194,-118.295647,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.5,74.5,1
562,90028,34.099869,-118.326843,0,0,1,0,10,1,2,1,0,2,2,0,2,2,0,1,1,102.1,1068.85,1
562,90036,34.070291,-118.349191,0,0,0,0,16,1,0,0,2,0,0,0,0,0,0,1,2,50.15,762.25,1
562,90049,34.091829,-118.491244,0,0,1,0,7,1,2,1,0,0,0,0,2,0,0,1,2,86.5,582.5,1
562,90059,33.927254,-118.249826,1,1,0,0,27,1,2,1,0,2,0,0,0,0,0,1,2,81.45,2122.05,1
562,90062,34.003553,-118.308933,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.15,69.15,1
1081,90069,34.093781,-118.381061,0,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.55,723.4,1
269,90241,33.940884,-118.128628,0,0,0,0,48,1,0,1,0,2,2,2,2,0,2,1,3,95.5,4627.85,1
269,90242,33.921793,-118.140588,1,1,0,0,3,1,2,1,0,0,2,0,2,0,0,0,2,91.05,289.1,1
423,90254,33.86532,-118.396336,0,1,1,0,2,1,2,1,0,0,2,0,0,0,0,0,2,79.2,172.85,1
592,90292,33.977468,-118.445475,0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,1,2,45.25,85.5,1
453,90304,33.936827,-118.359824,0,1,0,0,14,1,2,1,0,0,0,0,0,0,0,1,2,74.3,1096.25,1
1019,90502,33.833181,-118.292062,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.1,228.0,1
1019,90503,33.840399,-118.353714,1,1,1,0,57,1,2,1,0,0,2,0,2,2,0,0,2,100.6,5746.15,1
1019,90504,33.867257,-118.330794,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,3,75.0,209.1,1
1094,90605,33.960891,-118.032222,0,1,0,0,64,1,0,0,2,2,0,2,2,0,2,1,1,70.2,4481.0,1
120,90620,33.845706,-118.012204,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.75,154.85,1
766,90660,33.989524,-118.089299,1,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,50.25,593.75,1
68,90706,33.887676,-118.127289,0,1,0,0,40,1,0,1,2,2,0,0,0,0,0,1,1,79.2,3233.85,1
408,90710,33.798266,-118.300237,0,0,0,0,12,1,0,1,0,0,2,0,2,2,0,1,2,96.0,1062.1,1
411,90716,33.830431,-118.074071,0,0,0,0,54,1,2,1,0,0,0,2,2,2,0,1,2,100.1,5440.9,1
552,90717,33.794209,-118.317354,0,0,1,1,4,1,0,0,0,2,0,2,0,0,0,0,3,56.5,235.1,1
745,90723,33.897122,-118.164432,0,1,0,0,1,1,0,1,0,0,2,0,0,2,0,1,2,85.0,85.0,1
556,90802,33.752524,-118.210737,1,0,1,0,51,0,1,0,2,2,2,0,2,2,1,0,2,59.3,3014.65,1
556,90805,33.864622,-118.179626,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,1,2,49.4,184.4,1
556,90807,33.830099,-118.182239,1,0,0,0,35,1,0,0,0,0,0,0,2,0,0,0,3,55.0,2010.55,1
556,90810,33.819814,-118.222416,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,69.2,1
272,91010,34.145695,-117.95982,1,0,0,0,38,1,0,0,0,0,2,2,0,2,1,1,3,62.3,2354.8,1
490,91011,34.234912,-118.153729,1,1,1,0,37,1,2,1,0,0,0,0,2,2,0,1,2,92.5,3473.4,1
748,91103,34.167465,-118.165327,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,69.65,220.1,1
748,91107,34.159007,-118.087353,1,0,0,0,61,1,2,1,2,0,2,2,2,2,2,1,1,111.6,6876.05,1
886,91108,34.122671,-118.112911,0,0,0,0,11,1,0,0,2,0,0,0,0,0,0,0,1,48.55,501.0,1
371,91203,34.153338,-118.262974,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,1
371,91205,34.13658,-118.245839,1,0,0,0,19,0,1,0,0,0,2,0,2,0,0,1,2,39.65,733.35,1
371,91206,34.162515,-118.203869,1,0,0,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.9,1334.0,1
4,91301,34.129058,-118.759788,1,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,3,56.7,113.55,1
1105,91306,34.209532,-118.577563,0,0,1,0,14,1,0,1,2,2,0,2,2,2,1,0,3,105.95,1348.9,1
731,91331,34.255442,-118.421314,1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,0,2,74.95,308.7,1
829,91335,34.200175,-118.540958,1,0,0,0,15,0,1,0,0,0,0,2,0,0,0,1,2,29.7,438.25,1
871,91340,34.286131,-118.435969,1,0,1,0,1,0,1,0,0,0,2,0,2,2,0,1,2,50.35,50.35,1
687,91343,34.238802,-118.482296,0,0,1,0,64,0,1,0,2,0,2,2,0,2,2,0,2,47.85,3147.5,1
901,91350,34.502432,-118.41459,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,1
1045,91354,34.457005,-118.573726,1,1,0,0,55,1,2,1,2,0,0,0,2,2,0,1,2,98.8,5617.75,1
997,91356,34.157137,-118.548511,0,0,0,0,18,1,2,1,0,0,0,2,2,2,0,1,0,99.85,1776.95,1
1011,91360,34.214054,-118.88109,1,1,1,0,32,1,0,1,0,0,0,0,0,2,0,1,1,80.3,2483.05,1
1011,91362,34.191842,-118.822796,0,1,0,0,66,1,2,1,0,2,0,0,0,0,0,1,1,80.45,5224.35,1
743,91402,34.223768,-118.445461,1,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,2,86.8,620.35,1
931,91423,34.146957,-118.432138,1,1,1,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.2,519.15,1
121,91501,34.188339,-118.300942,1,0,0,0,13,1,2,1,0,0,0,2,2,2,0,1,3,99.0,1301.7,1
121,91502,34.177267,-118.31003,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,2,100.75,1129.75,1
688,91601,34.1692,-118.372498,0,0,1,0,9,1,2,1,2,2,2,0,0,0,0,0,0,91.75,865.8,1
688,91605,34.207295,-118.400022,0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,1,3,79.55,79.55,1
187,91710,33.990646,-117.663025,0,0,0,0,54,1,2,1,0,2,2,2,2,2,0,0,2,111.1,6014.85,1
811,91730,34.10097,-117.57882,0,0,1,0,25,1,2,1,0,0,2,0,0,2,0,1,2,89.1,2368.4,1
292,91732,34.074492,-118.01462,0,0,0,0,37,1,2,1,0,2,2,0,2,2,0,1,0,101.9,3545.35,1
956,91733,34.04622,-118.053753,0,0,1,1,14,1,2,1,0,0,0,2,2,0,0,1,2,91.65,1301.0,1
811,91737,34.245289,-117.642503,0,1,0,0,4,1,2,1,0,0,2,0,0,2,0,1,2,88.85,372.45,1
372,91740,34.119363,-117.855059,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.3,77.75,1
499,91744,34.031441,-117.936436,1,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.45,95.45,1
499,91746,34.038983,-117.991372,1,0,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,91.1,1135.7,1
853,91748,33.976753,-117.897367,0,0,1,0,45,1,0,0,0,2,0,2,0,0,1,1,1,54.15,2319.8,1
638,91763,34.072121,-117.698319,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.7,69.7,1
714,91764,34.074087,-117.605618,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.5,573.3,1
870,91773,34.102119,-117.815532,1,0,1,0,3,0,1,0,0,0,0,0,0,2,0,1,2,35.15,99.75,1
873,91775,34.114772,-118.089431,1,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,1,73.75,871.4,1
873,91776,34.089927,-118.095645,0,1,0,0,8,1,2,1,0,0,2,0,2,2,0,0,2,101.35,780.5,1
1079,91792,34.024405,-117.898722,0,0,1,1,6,1,0,0,2,2,0,0,0,0,0,0,1,55.9,365.35,1
12,91801,34.090925,-118.128164,1,1,1,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.9,334.65,1
16,91901,32.827184,-116.703729,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,43.95,43.95,1
145,91906,32.673483,-116.472863,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45.1,45.1,1
399,91931,32.857946,-116.561917,0,0,0,0,41,1,0,1,0,0,0,0,0,0,0,0,0,70.25,2868.05,1
449,91932,32.579134,-117.119009,1,0,0,1,9,1,0,0,0,0,0,0,2,0,0,0,2,55.35,449.75,1
655,91948,32.830852,-116.444601,1,1,1,0,43,1,2,1,0,2,2,0,2,2,0,1,2,103.0,4414.3,1
962,91977,32.726627,-116.994608,0,0,1,0,33,1,0,1,2,0,2,2,2,2,1,1,2,103.75,3361.05,1
158,92008,33.148116,-117.306043,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35,69.35,1
251,92014,32.948262,-117.256086,0,0,0,0,56,1,0,1,0,2,0,0,0,0,0,1,2,73.85,4092.85,1
305,92024,33.054579,-117.25665,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.15,216.75,1
308,92027,33.141265,-116.967221,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,1
469,92036,32.980678,-116.262854,1,0,1,1,5,1,2,1,0,2,0,0,0,0,0,1,2,80.15,385.0,1
741,92060,33.309852,-116.823091,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,30.5,30.5,1
803,92064,32.984395,-117.013454,1,0,1,0,70,1,2,1,0,2,0,0,2,2,2,0,0,98.3,6859.5,1
945,92075,33.001813,-117.263628,0,0,0,0,48,1,2,1,0,2,2,0,2,2,0,1,0,107.4,5121.3,1
885,92078,33.119028,-117.166036,0,1,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,82.0,1127.2,1
869,92103,32.747484,-117.166877,0,0,1,0,24,1,2,1,0,0,0,0,0,0,0,1,1,75.4,1747.85,1
869,92104,32.741499,-117.127409,0,1,1,0,27,1,0,1,2,0,2,0,2,2,0,1,2,101.25,2754.45,1
869,92109,32.787836,-117.232376,1,1,0,0,25,1,2,1,0,2,0,0,2,0,0,1,2,89.5,2196.15,1
869,92110,32.76501,-117.19938,0,1,0,0,22,1,2,1,0,0,0,0,0,0,0,1,0,74.4,1692.6,1
869,92111,32.805518,-117.169052,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5,1
869,92113,32.697098,-117.116587,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.35,265.35,1
869,92114,32.707892,-117.05512,0,1,1,0,18,1,2,1,0,0,0,2,2,2,0,0,0,99.75,1836.25,1
869,92115,32.762506,-117.07245,0,1,0,0,56,1,2,1,0,2,2,2,2,2,1,1,2,111.95,6418.9,1
869,92123,32.808814,-117.134694,1,1,0,0,16,0,1,0,0,2,0,0,2,0,0,1,3,39.0,679.85,1
869,92130,32.957195,-117.202542,0,0,1,0,30,1,2,1,0,2,0,2,2,0,0,1,1,94.1,2804.45,1
452,92201,33.713891,-116.237257,0,0,0,0,8,1,2,1,0,0,0,0,2,2,0,0,0,95.65,778.1,1
451,92210,33.537646,-116.291089,0,1,1,0,50,1,2,1,0,2,0,0,2,0,0,1,2,88.05,4367.35,1
65,92223,33.946982,-116.977672,0,0,1,0,41,1,0,0,0,2,0,2,0,2,1,1,0,66.5,2728.6,1
129,92230,33.929812,-116.76058,1,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,3,35.45,106.85,1
136,92233,33.143826,-115.497485,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,49.9,130.1,1
258,92241,33.832799,-116.250973,1,0,0,0,40,1,2,1,0,2,2,0,2,2,0,1,1,104.5,4036.85,1
288,92243,32.770393,-115.60915,0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.05,256.25,1
416,92249,32.730583,-115.501083,1,0,0,0,23,1,2,1,0,0,2,0,0,0,0,1,2,81.0,1917.1,1
430,92250,32.811001,-115.152865,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.45,74.45,1
448,92251,32.858595,-115.662709,0,0,0,0,4,1,0,0,2,2,0,2,0,0,0,1,3,60.4,272.15,1
707,92259,32.698964,-115.886656,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.65,70.65,1
736,92264,33.745746,-116.514215,1,0,0,0,12,1,0,0,0,0,0,2,2,0,1,1,2,59.8,727.8,1
920,92273,32.790282,-115.689559,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,44.2,403.35,1
1058,92280,34.264124,-114.717964,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.75,75.75,1
1091,92282,33.972293,-116.654195,0,0,0,0,67,1,2,1,2,2,2,0,2,0,0,1,1,102.95,6886.25,1
32,92307,34.55082,-117.122396,1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,1,3,74.4,306.6,1
562,90001,33.973616,-118.24902,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,2,29.85,29.85,0
562,90002,33.949255,-118.246978,1,0,0,0,34,1,0,0,2,0,2,0,0,0,1,0,3,56.95,1889.5,0
562,90004,34.076259,-118.310715,1,0,0,0,45,0,1,0,2,0,2,2,0,0,1,0,0,42.3,1840.75,0
562,90007,34.027337,-118.28515,1,0,0,1,22,1,2,1,0,2,0,0,2,0,0,1,1,89.1,1949.4,0
562,90008,34.008293,-118.346766,0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,3,29.75,301.9,0
562,90011,34.00709,-118.258681,1,0,0,0,62,1,0,0,2,2,0,0,0,0,1,0,0,56.15,3487.95,0
562,90012,34.065875,-118.238728,1,0,1,1,13,1,0,0,2,0,0,0,0,0,0,1,3,49.95,587.45,0
562,90013,34.044639,-118.240413,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,1,18.95,326.8,0
562,90014,34.043144,-118.251977,1,0,1,0,58,1,2,1,0,0,2,0,2,2,1,0,1,100.35,5681.1,0
562,90016,34.028331,-118.354338,1,0,0,0,25,1,0,1,2,0,2,2,2,2,0,1,2,105.5,2686.05,0
562,90017,34.052842,-118.264495,0,0,1,0,69,1,2,1,2,2,2,2,2,2,2,0,1,113.25,7895.15,0
562,90018,34.028735,-118.317236,0,0,0,0,52,1,0,2,1,1,1,1,1,1,1,0,3,20.65,1022.95,0
562,90019,34.049841,-118.33846,1,0,0,0,71,1,2,1,2,0,2,0,2,2,2,0,0,106.7,7382.25,0
562,90021,34.029043,-118.239504,0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,1862.9,0
562,90023,34.017697,-118.200577,1,0,1,0,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,202.25,0
562,90025,34.046174,-118.446333,0,0,1,0,58,1,2,0,0,2,0,2,0,0,2,1,1,59.9,3505.1,0
562,90026,34.078991,-118.263804,1,0,1,1,49,1,0,0,2,2,0,2,0,0,0,0,1,59.6,2970.3,0
562,90027,34.127194,-118.295647,0,0,0,0,30,1,0,0,2,2,0,0,0,0,0,1,0,55.3,1530.6,0
562,90031,34.085807,-118.206617,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25,6369.45,0
562,90033,34.050198,-118.210946,0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,6766.95,0
562,90034,34.030578,-118.399613,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,181.65,0
562,90035,34.051809,-118.383843,0,0,1,0,27,1,0,0,2,2,2,2,0,0,1,0,3,66.15,1874.45,0
562,90036,34.070291,-118.349191,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,20.2,0
562,90037,34.002642,-118.287596,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,45.25,0
562,90038,34.088017,-118.327168,0,0,1,0,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,7251.7,0
562,90040,33.994524,-118.149953,0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3548.3,0
562,90043,33.988543,-118.334081,1,0,1,0,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55,475.7,0
562,90044,33.952714,-118.292061,0,0,1,0,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4872.35,0
562,90045,33.954017,-118.402447,0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,418.25,0
562,90046,34.108455,-118.362081,0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,4861.45,0
562,90047,33.958149,-118.308441,0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,981.45,0
562,90048,34.072945,-118.37267,0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,3906.7,0
562,90049,34.091829,-118.491244,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,97.0,0
562,90057,34.061918,-118.277939,1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,4217.8,0
562,90058,34.001617,-118.222274,0,0,1,0,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,4254.1,0
562,90059,33.927254,-118.249826,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3838.75,0
562,90062,34.003553,-118.308933,0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,1752.65,0
562,90064,34.037251,-118.423573,0,1,1,0,60,1,0,0,2,2,2,2,0,2,1,1,1,74.85,4456.35,0
562,90066,34.002028,-118.430656,0,0,1,0,63,1,2,1,2,0,0,0,2,2,1,1,1,99.65,6311.2,0
562,90067,34.057496,-118.413959,1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,7076.35,0
562,90068,34.137411,-118.328915,0,0,1,0,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,894.3,0
1081,90069,34.093781,-118.381061,0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,7853.7,0
562,90071,34.052917,-118.255178,0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5,4707.1,0
562,90077,34.102084,-118.451629,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,5450.7,0
66,90201,33.970343,-118.171368,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2962.0,0
77,90210,34.099891,-118.414338,0,0,1,0,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,957.1,0
77,90212,34.062095,-118.401508,0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,244.1,0
213,90220,33.88151,-118.234451,1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9,3650.35,0
213,90221,33.885811,-118.206459,0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2497.2,0
213,90222,33.912246,-118.236773,0,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,930.9,0
237,90230,33.993991,-118.39704,1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85,887.35,0
237,90232,34.019323,-118.391902,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,49.05,0
269,90240,33.956228,-118.120993,0,0,1,0,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,1090.65,0
269,90241,33.940884,-118.128628,1,1,1,0,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,7099.0,0
269,90242,33.921793,-118.140588,1,0,1,0,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,1424.6,0
295,90245,33.917145,-118.401554,0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5,177.4,0
362,90247,33.890853,-118.297967,0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5,6139.5,0
362,90248,33.876482,-118.284077,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85,0
362,90249,33.90139,-118.315697,0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,482.25,0
412,90250,33.914775,-118.348083,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,2111.3,0
423,90254,33.86532,-118.396336,0,0,1,0,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,1216.6,0
525,90260,33.88856,-118.351813,0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55,565.35,0
583,90263,34.037037,-118.705803,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,4327.5,0
583,90265,34.074572,-118.831181,0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,973.35,0
586,90266,33.889632,-118.39737,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,918.75,0
600,90270,33.988572,-118.186565,0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,2215.45,0
729,90272,34.079449,-118.548306,0,0,1,0,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1057.0,0
742,90274,33.788208,-118.404955,0,0,1,0,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,927.1,0
813,90275,33.753146,-118.367459,1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,1009.25,0
